Certification Number;Certification Date;Technology Partner;Server Name;Operating System;Database Release;CPU Architecture;CPU Speed;Processors;Cores;Threads;Memory;Cache;Pdf Link;Comments;Benchmark Users;Average Response Time;Average database dialog request time;Average database update request time;Dialog Steps Per Hour;Fully Processed Line Items Per Hour;saps;Ran concurrent with;Configuration;Environment;SAP Business Suite
2007045;2007-07-12;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX300 S3 | RX300 S3;Windows Server 2003 Enterprise Edition on VMware ESX Server 3.0.1 (using 2 virtual CPUs);SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4507.pdf;;420;1.75;;;129000;43000;2150;;2-tier;Virtualized;6.0 (2005)
2007044;2007-07-10;IBM;IBM System x3550;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4407.pdf;;1800;1.99;;;540000;180000;9000;;2-tier;Bare-Metal;6.0 (2005)
2007043;2007-06-13;Fujitsu Siemens Computers;(*) Fujitsu Siemens Computers PRIMERGY Model BFa40 S2;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 8220SE;2.8 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4307.pdf;;1860;1.91;;;562000;187330;9370;;2-tier;Bare-Metal;6.0 (2005)
2007043;2007-06-13;Egenera;(*) Egenera BladeFrame Model PB600007R;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 8220SE;2.8 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4307.pdf;;1860;1.91;;;562000;187330;9370;;2-tier;Bare-Metal;6.0 (2005)
2007042;2007-05-29;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX300 S3 | RX300 S3;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4207.pdf;;1865;1.99;;;560000;186670;9330;;2-tier;Bare-Metal;6.0 (2005)
2007041;2007-05-24;Egenera;(*) Egenera BladeFrame Model PB300006R;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4107.pdf;;1860;1.88;;;564000;188000;9400;;2-tier;Bare-Metal;6.0 (2005)
2007041;2007-05-24;Fujitsu Siemens Computers;(*) Fujitsu Siemens Computers PRIMERGY Model BFi20 S3;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4107.pdf;;1860;1.88;;;564000;188000;9400;;2-tier;Bare-Metal;6.0 (2005)
2007040;2007-05-21;HP;HP Integrity rx6600;Windows Server 2003 Enterprise Edition;SQL Server 2005;Dual-Core Intel Itanium 2 9050;1.6 GHz;4;8;16;64;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 24 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4007.pdf;;1725;1.93;;;521000;173670;8680;;2-tier;Bare-Metal;6.0 (2005)
2007039;2007-05-21;IBM;IBM System p 570;AIX 5L Version 5.3;DB2 9;POWER6;4.7 GHz;8;16;32;128;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3907.pdf;;8000;1.98;;;2404000;801330;40070;;2-tier;Bare-Metal;6.0 (2005)
2007038;2007-05-21;IBM;IBM System p 570;AIX 5L Version 5.3;Oracle 10g;POWER6;4.7 GHz;4;8;16;64;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3807.pdf;;4010;1.96;;;1207000;402330;20120;;2-tier;Bare-Metal;6.0 (2005)
2007037;2007-05-21;IBM;IBM System p 570;AIX 5L Version 5.3;Oracle 10g;POWER6;4.7 GHz;2;4;8;32;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3707.pdf;;2035;1.99;;;611000;203670;10180;;2-tier;Bare-Metal;6.0 (2005)
2007036;2007-05-11;IBM;IBM System x3250;Windows Server 2003 Enterprise Edition;DB2 9;Quad-Core Intel Xeon Processor X3210;2.13 GHz;1;4;4;8;8 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3607.pdf;;850;1.59;;;264000;88000;4400;;2-tier;Bare-Metal;6.0 (2005)
2007035;2007-05-11;HP;HP ProLiant BL460c;Windows Server 2003 Enterprise Edition on VMWare ESX Server 3.0.1 (using 2 virtual CPUs);SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3507.pdf;;402;1.67;;;124000;41330;2070;;2-tier;Virtualized;6.0 (2005)
2007034;2007-05-11;HP;HP ProLiant DL585 G2;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 8222SE;3 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3407.pdf;;2078;1.87;;;630000;210000;10500;;2-tier;Bare-Metal;6.0 (2005)
2007033;2007-05-08;Stratus Technologies;Stratus ftServer 5700;Windows Server 2003 Enterprise Edition (32-bit);SQL Server 2005;Intel Xeon 7030;2.8 GHz;2;4;8;16;16 KB L1 cache per core, 2 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3307.pdf;;300;1.13;;;97000;32330;1620;;2-tier;Bare-Metal;2005 (32-bit))
2007032;2007-05-04;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model BX620 S4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3207.pdf;;1870;1.95;;;564000;188000;9400;;2-tier;Bare-Metal;2005
2007031;2007-05-04;Egenera;(*) Egenera BladeFrame Model pBlade PB300004R;Solaris 10;Oracle 10g;Intel Xeon 5160;3 GHz;2;4;4;16;32 KB L1 cache per core, 4 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3107.pdf;;1020;1.94;;;307000;102330;5120;;2-tier;Bare-Metal;2005 (Unicode)
2007031;2007-05-04;Fujitsu Siemens Computers;(*) Fujitsu Siemens Computers PRIMERGY Model BFi20 S2;Solaris 10;Oracle 10g;Intel Xeon 5160;3 GHz;2;4;4;16;32 KB L1 cache per core, 4 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3107.pdf;;1020;1.94;;;307000;102330;5120;;2-tier;Bare-Metal;2005 (Unicode)
2007030;2007-04-26;Egenera;(*) Egenera BladeFrame Model PB600007R;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 8220SE;2.8 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3007.pdf;;1790;1.8;;;546000;182000;9100;;2-tier;Bare-Metal;2005
2007030;2007-04-26;Fujitsu Siemens Computers;(*) Fujitsu Siemens Computers PRIMERGY Model BFa40 S2;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 8220SE;2.8 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3007.pdf;;1790;1.8;;;546000;182000;9100;;2-tier;Bare-Metal;2005
2007029;2007-04-24;Dell;Dell PowerEdge 6950;Windows Server 2003 Enterprise Edition on VMWare ESX Server 3.0.1 (using 2 virtual CPUs);SQL Server 2005;AMD Opteron Processor Model 8220SE;2.8 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2907.pdf;;350;1.22;;;112000;37330;1870;;2-tier;Virtualized;2005
2007028;2007-04-24;HP;HP ProLiant DL380 G5;SUSE Linux Enterprise Server 10;Oracle 10g;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2807.pdf;;1795;1.96;;;540000;180000;9000;;2-tier;Bare-Metal;2005
2007026;2007-04-17;Fujitsu;(*) SPARC Enterprise Server Model M8000;Solaris 10;Oracle 10g;SPARC64 VI;2.4 GHz;16;32;64;256;256 KB L1 cache per core, 6 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2607.pdf;;7300;1.98;;;2194000;731330;36570;;2-tier;Bare-Metal;2005
2007026;2007-04-17;Sun Microsystems;(*) SPARC Enterprise Server Model M8000;Solaris 10;Oracle 10g;SPARC64 VI;2.4 GHz;16;32;64;256;256 KB L1 cache per core, 6 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2607.pdf;;7300;1.98;;;2194000;731330;36570;;2-tier;Bare-Metal;2005
2007025;2007-04-04;Dell;Dell PowerEdge 6950;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 8220SE;2.8 GHz;4;8;8;64;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2507.pdf;;1850;1.89;;;560000;186670;9330;;2-tier;Bare-Metal;2005
2007024;2007-04-04;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model RX330 S1;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 2220;2.8 GHz;2;4;4;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2407.pdf;;1060;1.93;;;320000;106670;5330;;2-tier;Bare-Metal;2005
2007023;2007-04-03;Sun Microsystems;Sun Fire E6900;Solaris 10;Oracle 10g;UltraSPARC IV+;1.95 GHz;24;48;48;96;128 KB(D) + 128 KB(I) L1 cache, 2 MB L2 cache on-chip, 32 MB L3 cache off-chip;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2307.pdf;;6160;1.99;;;1849000;616330;30820;;2-tier;Bare-Metal;2005
2007022;2007-04-03;Sun Microsystems;Sun Fire V490;Solaris 10;Oracle 10g;UltraSPARC IV+;2.1 GHz;4;8;8;32;128 KB(D) + 128 KB(I) L1 cache, 2 MB L2 cache on-chip, 32 MB L3 cache off-chip;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2207.pdf;;1340;1.91;;;405000;135000;6750;;2-tier;Bare-Metal;2005
2007021;2007-03-29;Egenera;(*) Egenera BladeFrame Model PB300006R;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2107.pdf;;1660;1.97;;;499000;166330;8320;;2-tier;Bare-Metal;2005
2007021;2007-03-29;Fujitsu Siemens Computers;(*) Fujitsu Siemens Computers PRIMERGY Model BFi20 S3;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2107.pdf;;1660;1.97;;;499000;166330;8320;;2-tier;Bare-Metal;2005
2007020;2007-03-29;HP;HP Integrity Superdome-32;Windows Server 2003 Datacenter Edition;SQL Server 2005;Dual-Core Intel Itanium 2 9050;1.6 GHz;32;64;128;512;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 24 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2007.pdf;;9265;1.98;;;2783000;927670;46380;;2-tier;Bare-Metal;2005
2007019;2007-03-23;IBM;IBM System x3650;Windows Server 2003 Enterprise Edition;DB2 9;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1907.pdf;;1850;1.97;;;556000;185330;9270;;2-tier;Bare-Metal;2005
2007018;2007-03-23;IBM;IBM AMD Opteron LS41 for IBM BladeCenter;Windows Server 2003 Enterprise Edition;DB2 9;AMD Opteron Processor Model 8220SE;2.8 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1807.pdf;;2020;1.98;;;607000;202330;10120;;2-tier;Bare-Metal;2005
2007017;2007-03-21;Egenera;(*) Egenera BladeFrame Model PB600002R;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 2220;2.8 GHz;2;4;4;16;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1707.pdf;;1030;1.96;;;310000;103330;5170;;2-tier;Bare-Metal;2005
2007017;2007-03-21;Fujitsu Siemens Computers;(*) Fujitsu Siemens Computers PRIMERGY Model BFa20 S2;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 2220;2.8 GHz;2;4;4;16;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1707.pdf;;1030;1.96;;;310000;103330;5170;;2-tier;Bare-Metal;2005
2007016;2007-03-20;HP;HP Integrity rx2660;HP-UX 11iV3;DB2 9;Dual-Core Intel Itanium 2 9040;1.6 GHz;2;4;8;32;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 18 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1607.pdf;;1090;1.93;;;329000;109670;5480;;2-tier;Bare-Metal;2005
2007015;2007-03-13;Bull;Bull NovaScale B280;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1507.pdf;;1652;1.9;;;500000;166670;8330;;2-tier;Bare-Metal;2005
2007014;2007-03-12;Bull;Bull NovaScale 3045;Windows Server 2003 Enterprise Edition;SQL Server 2005;Dual-Core Intel Itanium 2 9040;1.6 GHz;4;8;16;64;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 18 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1407.pdf;;1325;1.86;;;402000;134000;6700;;2-tier;Bare-Metal;2005
2007013;2007-03-12;NEC;NEC NX 7700i Model 5080H-64 / Express5800 Model 1320Xf;Windows Server 2003 Datacenter Edition;SQL Server 2005;Dual-Core Intel Itanium 2 9050;1.6 GHz;32;64;128;512;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 24 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1307.pdf;;8510;1.88;;;2580000;860000;43000;;2-tier;Bare-Metal;2005
2007012;2007-03-12;NEC;NEC Express5800 Model 140Re-4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Dual-Core Intel Xeon 7140M;3.4 GHz;4;8;16;32;16 KB L1 cache and 1 MB L2 cache per core, 16 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1207.pdf;;1800;1.7;;;554000;184670;9230;;2-tier;Bare-Metal;2005
2007011;2007-03-12;NEC;NEC Express5800 Model 120Ri-2;Windows Server 2003 Enterprise Edition;SQL Server 2005;Intel Xeon 5160;3 GHz;2;4;4;14;32 KB L1 cache per core, 4 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1107.pdf;;980;1.66;;;303000;101000;5050;;2-tier;Bare-Metal;2005
2007010;2007-03-12;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model BFi40 S3;Windows Server 2003 Enterprise Edition;SQL Server 2005;Dual-Core Intel Xeon 7140M;3.4 GHz;4;8;16;32;16 KB L1 cache and 1 MB L2 cache per core, 16 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1007.pdf;;2000;1.8;;;610000;203330;10170;;2-tier;Bare-Metal;2005
2007009;2007-03-12;Egenera;Egenera BladeFrame Model pBlade PB310002R;Windows Server 2003 Enterprise Edition;SQL Server 2005;Dual-Core Intel Xeon 7140M;3.4 GHz;4;8;16;32;16 KB L1 cache and 1 MB L2 cache per core, 16 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0907.pdf;;2000;1.96;;;602000;200670;10030;;2-tier;Bare-Metal;2005
2007008;2007-03-12;Dell;Dell PowerEdge 2950;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0807.pdf;;1610;1.81;;;491000;163670;8180;;2-tier;Bare-Metal;2005
2007007;2007-02-12;HP;HP ProLiant BL685c;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 8220;2.8 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0707.pdf;;1987;1.98;;;597000;199000;9950;;2-tier;Bare-Metal;2005
2007006;2007-02-09;HP;HP ProLiant DL365;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 2220;2.8 GHz;2;4;4;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0607.pdf;;1083;1.98;;;326000;108670;5430;;2-tier;Bare-Metal;2005
2007005;2007-01-25;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model BF20i S2;Windows Server 2003 Enterprise Edition;SQL Server 2005;Intel Xeon 5160;3 GHz;2;4;4;16;32 KB L1 cache per core, 4 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0507.pdf;;1110;1.92;;;335000;111670;5580;;2-tier;Bare-Metal;2005
2007004;2007-01-25;Egenera;Egenera BladeFrame Model pBlade PB300004R;Windows Server 2003 Enterprise Edition;SQL Server 2005;Intel Xeon 5160;3 GHz;2;4;4;16;32 KB L1 cache per core, 4 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0407.pdf;;1110;1.86;;;337000;112330;5620;;2-tier;Bare-Metal;2005
2007002;2007-01-12;HP;HP ProLiant BL460c;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0207.pdf;;1841;1.97;;;554000;184670;9230;;2-tier;Bare-Metal;2005
2007001;2007-01-05;Hitachi;Hitachi BladeSymphony Model A51A3;Windows Server 2003 Enterprise Edition;SQL Server 2005;Intel Xeon 5160;3 GHz;2;4;4;16;32 KB L1 cache per core, 4 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0107.pdf;;970;1.44;;;305000;101670;5080;;2-tier;Bare-Metal;2005
2006091;2006-12-19;Unisys;Unisys Enterprise Server Model ES7000/one;Windows Server 2003 Datacenter Edition;SQL Server 2005;Dual-Core Intel Itanium 2 9050;1.6 GHz;16;32;64;256;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 24 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert9106.pdf;;4884;1.93;;;1474000;491330;24570;;2-tier;Bare-Metal;2005
2006090;2006-12-18;HP;HP Integrity Superdome-16;Windows Server 2003 Datacenter Edition;SQL Server 2005;Dual-Core Intel Itanium 2 9050;1.6 GHz;16;32;64;256;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 24 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert9006.pdf;;5600;1.91;;;1692000;564000;28200;;2-tier;Bare-Metal;2005
2006089;2006-12-18;HP;HP Integrity SD64B;HP-UX 11iV3;Oracle 10g;Dual-Core Intel Itanium 2 9050;1.6 GHz;64;128;256;512;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 24 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert8906.pdf;;30000;1.8;;;9152000;3050670;152530;;2-tier;Bare-Metal;2005
2006088;2006-12-14;IBM;IBM System x3755;Windows Server 2003 Enterprise Edition;DB2 9;AMD Opteron Processor Model 8220SE;2.8 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert8806.pdf;;1980;1.98;;;595000;198330;9920;;2-tier;Bare-Metal;2005
2006087;2006-12-13;Sun Microsystems;Sun Fire X4200;Solaris 10;Oracle 10g;Dual-Core AMD Opteron Processor Model 285;2.6 GHz;2;4;4;16;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert8706.pdf;;835;1.96;;;251000;83670;4180;;2-tier;Bare-Metal;2005 (Unicode)
2006086;2006-12-13;Sun Microsystems;Sun Blade x8400;Solaris 10;Oracle 10g;Dual-Core AMD Opteron Processor Model 885;2.6 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert8606.pdf;;1600;1.95;;;482000;160670;8030;;2-tier;Bare-Metal;2005 (Unicode)
2006085;2006-12-11;Hitachi;Hitachi HA8000 Model 270;Windows Server 2003 Enterprise Edition;SQL Server 2005;Intel Xeon 7041;3 GHz;4;8;16;32;16 KB L1 cache and 2 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert8506.pdf;;1125;1.97;;;338000;112670;5630;;2-tier;Bare-Metal;2005
2006084;2006-12-11;Hitachi;Hitachi HA8000 Model 130;Windows Server 2003 Enterprise Edition;SQL Server 2005;Intel Xeon 5160;3 GHz;2;4;4;16;32 KB L1 cache per core, 4 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert8406.pdf;;980;1.71;;;301000;100330;5020;;2-tier;Bare-Metal;2005
2006083;2006-11-27;HP;HP Integrity rx6600;HP-UX 11iV3;Oracle 10g;Dual-Core Intel Itanium 2 9050;1.6 GHz;4;8;16;48;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 24 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert8306.pdf;;2150;1.97;;;647000;215670;10780;;2-tier;Bare-Metal;2005
2006082;2006-11-27;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX300 S3 / RX300 S3;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert8206.pdf;;1750;1.97;;;526000;175330;8770;;2-tier;Bare-Metal;2005
2006081;2006-11-14;IBM;IBM System x3655;Windows Server 2003 Enterprise Edition;DB2 9;AMD Opteron processor Model 2218;2.6 GHz;2;4;4;16;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert8106.pdf;;1000;1.95;;;301000;100330;5020;;2-tier;Bare-Metal;2005
2006080;2006-11-10;HP;HP ProLiant BL480c;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core, 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert8006.pdf;;1806;1.98;;;543000;181000;9050;;2-tier;Bare-Metal;2005
2006079;2006-11-10;HP;HP ProLiant DL380 G5;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core, 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7906.pdf;;1790;1.98;;;538000;179330;8970;;2-tier;Bare-Metal;2005
2006077;2006-09-11;Unisys;Unisys Enterprise Server Model ES7000/one;Windows Server 2003 Datacenter Edition (64-bit);SQL Server 2005 (64-bit);Intel XEON 7041;3 GHz;16;32;64;128;16 KB L1 cache and 2 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7706.pdf;;4490;1.92;;;1356000;452000;22600;;2-tier;Bare-Metal;2004 (64-bit)
2006075;2006-09-06;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model RX800 S3;Windows Server 2003 Enterprise Edition (64-bit);SQL Server 2005 (64-bit);Intel XEON 7140N;3.3 GHz;4;8;16;64;16 KB L1 cache and 1 MB L2 cache per core, 16 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7506.pdf;;1910;1.99;;;573000;191000;9550;;2-tier;Bare-Metal;2004 (64-bit)
2006074;2006-09-06;Hitachi;Hitachi Blade Symphony Model C51A1;Windows Server 2003 Enterprise Edition (64-bit);SQL Server 2005 (64-bit);Intel XEON 5160;3 GHz;2;4;4;8;32 KB L1 cache per core, 4 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7406.pdf;;800;0.94;;;263000;87670;4380;;2-tier;Bare-Metal;2004 (64-bit)
